violation_id,rule_id,rule_name,rule_category,rule_type,object_id,event_id,activity,timestamp,actor,severity,response_mode,condition_met,threshold_level,observed_value,p90_threshold,p95_threshold,detected_at
VIO-DET-0194,DG15,Ownership Governance Monitoring,Ownership,Deterministic,PO-NTS-2026-025,EVT-00504,,2026-03-20T19:00:00Z,,Medium,Intervention Package,Department changed Logistics→Admin without reassignment doc,,,,,2026-06-14T17:09:41.060876+00:00
VIO-DET-0195,DG15,Ownership Governance Monitoring,Ownership,Deterministic,PO-NTS-2026-029,EVT-00572,,2026-03-20T20:00:00Z,,Medium,Intervention Package,Department changed PM→Accounting without reassignment doc,,,,,2026-06-14T17:09:41.060876+00:00
VIO-DET-0196,DG15,Ownership Governance Monitoring,Ownership,Deterministic,PO-NTS-2026-031,EVT-00612,,2026-03-20T20:00:00Z,,Medium,Intervention Package,Department changed PM→Accounting without reassignment doc,,,,,2026-06-14T17:09:41.060876+00:00
VIO-DET-0197,DG15,Ownership Governance Monitoring,Ownership,Deterministic,PO-NTS-2026-022,EVT-00448,,2026-03-20T21:00:00Z,,Medium,Intervention Package,Department changed Admin→PM without reassignment doc,,,,,2026-06-14T17:09:41.060876+00:00
VIO-DET-0198,DG15,Ownership Governance Monitoring,Ownership,Deterministic,PO-NTS-2026-025,EVT-00505,,2026-03-20T21:00:00Z,,Medium,Intervention Package,Department changed Admin→PM without reassignment doc,,,,,2026-06-14T17:09:41.060876+00:00
VIO-DET-0199,DG15,Ownership Governance Monitoring,Ownership,Deterministic,PO-NTS-2026-034,EVT-00668,,2026-03-21T02:00:00Z,,Medium,Intervention Package,Department changed Sales→PM without reassignment doc,,,,,2026-06-14T17:09:41.061433+00:00
STAT-0021,DG10,Master Data Consistency,Version,Statistical,PO-NTS-2026-029,EVT-00574,,2026-03-21T03:00:00Z,,Medium,Intervention Package,"ReturnOrderForRevision reason contains naming mismatch: ""Part number inconsistency between BOM and vendor invoice""",Warning,1.0,1.0,1.0,2026-06-14T17:09:41.061433+00:00
STAT-0022,DG10,Master Data Consistency,Version,Statistical,PO-NTS-2026-031,EVT-00614,,2026-03-21T03:00:00Z,,Medium,Intervention Package,"ReturnOrderForRevision reason contains naming mismatch: ""Unit description mismatch between quotation and customs document""",Warning,1.0,1.0,1.0,2026-06-14T17:09:41.061433+00:00
VIO-DET-0200,DG15,Ownership Governance Monitoring,Ownership,Deterministic,PO-NTS-2026-035,EVT-00689,,2026-03-22T02:00:00Z,,Medium,Intervention Package,Department changed Sales→PM without reassignment doc,,,,,2026-06-14T17:09:41.061433+00:00
VIO-DET-0201,DG15,Ownership Governance Monitoring,Ownership,Deterministic,PO-NTS-2026-036,EVT-00710,,2026-03-22T02:00:00Z,,Medium,Intervention Package,Department changed Sales→PM without reassignment doc,,,,,2026-06-14T17:09:41.061433+00:00
VIO-DET-0202,DG12,Document Lineage Control,Traceability,Deterministic,VQ-PO-NTS-2026-032,EVT-00630,,2026-03-23T06:00:00Z,,High,Hard Stop,VendorQuotation received with no PO in relationships (lineage broken),,,,,2026-06-14T17:09:41.061433+00:00
VIO-DET-0203,DG15,Ownership Governance Monitoring,Ownership,Deterministic,PO-NTS-2026-030,EVT-00599,,2026-03-23T12:00:00Z,,Medium,Intervention Package,Department changed PM→Logistics without reassignment doc,,,,,2026-06-14T17:09:41.061433+00:00
VIO-DET-0204,DG15,Ownership Governance Monitoring,Ownership,Deterministic,PO-NTS-2026-032,EVT-00633,,2026-03-23T20:00:00Z,,Medium,Intervention Package,Department changed PM→Accounting without reassignment doc,,,,,2026-06-14T17:09:41.061433+00:00
VIO-DET-0205,DG15,Ownership Governance Monitoring,Ownership,Deterministic,PO-NTS-2026-032,EVT-00636,,2026-03-24T06:00:00Z,,Medium,Intervention Package,Department changed Accounting→PM without reassignment doc,,,,,2026-06-14T17:09:41.061433+00:00
VIO-DET-0206,DG15,Ownership Governance Monitoring,Ownership,Deterministic,PO-NTS-2026-031,EVT-00617,,2026-03-24T09:00:00Z,,Medium,Intervention Package,Department changed Accounting→PM without reassignment doc,,,,,2026-06-14T17:09:41.061433+00:00
VIO-DET-0207,DG12,Document Lineage Control,Traceability,Deterministic,VQ-PO-NTS-2026-036,EVT-00712,,2026-03-26T06:00:00Z,,High,Hard Stop,VendorQuotation received with no PO in relationships (lineage broken),,,,,2026-06-14T17:09:41.061433+00:00
VIO-DET-0208,DG15,Ownership Governance Monitoring,Ownership,Deterministic,PO-NTS-2026-029,EVT-00577,,2026-03-26T09:00:00Z,,Medium,Intervention Package,Department changed Accounting→PM without reassignment doc,,,,,2026-06-14T17:09:41.061433+00:00
VIO-DET-0209,DG15,Ownership Governance Monitoring,Ownership,Deterministic,PO-NTS-2026-024,EVT-00485,,2026-03-26T19:00:00Z,,Medium,Intervention Package,Department changed Logistics→Admin without reassignment doc,,,,,2026-06-14T17:09:41.061433+00:00
VIO-DET-0210,DG15,Ownership Governance Monitoring,Ownership,Deterministic,PO-NTS-2026-026,EVT-00523,,2026-03-26T19:00:00Z,,Medium,Intervention Package,Department changed Logistics→Admin without reassignment doc,,,,,2026-06-14T17:09:41.061433+00:00
VIO-DET-0211,DG15,Ownership Governance Monitoring,Ownership,Deterministic,PO-NTS-2026-036,EVT-00715,,2026-03-26T20:00:00Z,,Medium,Intervention Package,Department changed PM→Accounting without reassignment doc,,,,,2026-06-14T17:09:41.061433+00:00
VIO-DET-0212,DG15,Ownership Governance Monitoring,Ownership,Deterministic,PO-NTS-2026-024,EVT-00486,,2026-03-26T21:00:00Z,,Medium,Intervention Package,Department changed Admin→PM without reassignment doc,,,,,2026-06-14T17:09:41.061433+00:00
VIO-DET-0213,DG15,Ownership Governance Monitoring,Ownership,Deterministic,PO-NTS-2026-026,EVT-00524,,2026-03-26T21:00:00Z,,Medium,Intervention Package,Department changed Admin→PM without reassignment doc,,,,,2026-06-14T17:09:41.061433+00:00
VIO-DET-0214,DG15,Ownership Governance Monitoring,Ownership,Deterministic,PO-NTS-2026-036,EVT-00718,,2026-03-27T06:00:00Z,,Medium,Intervention Package,Department changed Accounting→PM without reassignment doc,,,,,2026-06-14T17:09:41.061433+00:00
VIO-DET-0215,DG15,Ownership Governance Monitoring,Ownership,Deterministic,PO-NTS-2026-032,EVT-00639,,2026-03-27T12:00:00Z,,Medium,Intervention Package,Department changed PM→Logistics without reassignment doc,,,,,2026-06-14T17:09:41.062308+00:00
VIO-DET-0216,DG15,Ownership Governance Monitoring,Ownership,Deterministic,PO-NTS-2026-031,EVT-00620,,2026-03-27T15:00:00Z,,Medium,Intervention Package,Department changed PM→Logistics without reassignment doc,,,,,2026-06-14T17:09:41.062308+00:00
VIO-DET-0217,DG15,Ownership Governance Monitoring,Ownership,Deterministic,PO-NTS-2026-019,EVT-00388,,2026-03-27T19:00:00Z,,Medium,Intervention Package,Department changed Logistics→Admin without reassignment doc,,,,,2026-06-14T17:09:41.062308+00:00
VIO-DET-0218,DG15,Ownership Governance Monitoring,Ownership,Deterministic,PO-NTS-2026-019,EVT-00389,,2026-03-27T21:00:00Z,,Medium,Intervention Package,Department changed Admin→PM without reassignment doc,,,,,2026-06-14T17:09:41.062308+00:00
VIO-DET-0219,DG15,Ownership Governance Monitoring,Ownership,Deterministic,PO-NTS-2026-037,EVT-00729,,2026-03-28T02:00:00Z,,Medium,Intervention Package,Department changed Sales→PM without reassignment doc,,,,,2026-06-14T17:09:41.062308+00:00
VIO-DET-0220,DG12,Document Lineage Control,Traceability,Deterministic,VQ-PO-NTS-2026-033,EVT-00649,,2026-03-28T06:00:00Z,,High,Hard Stop,VendorQuotation received with no PO in relationships (lineage broken),,,,,2026-06-14T17:09:41.062308+00:00
VIO-DET-0221,DG12,Document Lineage Control,Traceability,Deterministic,VQ-PO-NTS-2026-035,EVT-00691,,2026-03-28T06:00:00Z,,High,Hard Stop,VendorQuotation received with no PO in relationships (lineage broken),,,,,2026-06-14T17:09:41.062308+00:00
VIO-DET-0222,DG09,Rework Justification,Quality,Deterministic,BOM-PO-NTS-2026-035,EVT-00692,,2026-03-28T10:00:00Z,,High,Hard Stop,ValidateBOM status=Incomplete (no documented justification),,,,,2026-06-14T17:09:41.062308+00:00
VIO-DET-0223,DG15,Ownership Governance Monitoring,Ownership,Deterministic,PO-NTS-2026-027,EVT-00542,,2026-03-28T19:00:00Z,,Medium,Intervention Package,Department changed Logistics→Admin without reassignment doc,,,,,2026-06-14T17:09:41.062308+00:00
VIO-DET-0224,DG15,Ownership Governance Monitoring,Ownership,Deterministic,PO-NTS-2026-033,EVT-00652,,2026-03-28T20:00:00Z,,Medium,Intervention Package,Department changed PM→Accounting without reassignment doc,,,,,2026-06-14T17:09:41.062308+00:00
VIO-DET-0225,DG15,Ownership Governance Monitoring,Ownership,Deterministic,PO-NTS-2026-027,EVT-00543,,2026-03-28T21:00:00Z,,Medium,Intervention Package,Department changed Admin→PM without reassignment doc,,,,,2026-06-14T17:09:41.062308+00:00
VIO-DET-0226,DG01,Complete Information,Quality,Deterministic,PO-NTS-2026-038,EVT-00748,,2026-03-29T02:00:00Z,,High,Hard Stop,ReviewOrderInformation status=Incomplete,,,,,2026-06-14T17:09:41.062308+00:00
VIO-DET-0227,DG15,Ownership Governance Monitoring,Ownership,Deterministic,PO-NTS-2026-038,EVT-00748,,2026-03-29T02:00:00Z,,Medium,Intervention Package,Department changed Sales→PM without reassignment doc,,,,,2026-06-14T17:09:41.062308+00:00
STAT-0023,DG10,Master Data Consistency,Version,Statistical,PO-NTS-2026-033,EVT-00654,,2026-03-29T03:00:00Z,,Medium,Intervention Package,"ReturnOrderForRevision reason contains naming mismatch: ""Unit description mismatch between quotation and customs document""",Warning,1.0,1.0,1.0,2026-06-14T17:09:41.062308+00:00
VIO-DET-0228,DG12,Document Lineage Control,Traceability,Deterministic,VQ-PO-NTS-2026-034,EVT-00670,,2026-03-29T06:00:00Z,,High,Hard Stop,VendorQuotation received with no PO in relationships (lineage broken),,,,,2026-06-14T17:09:41.062308+00:00
VIO-DET-0229,DG15,Ownership Governance Monitoring,Ownership,Deterministic,PO-NTS-2026-029,EVT-00580,,2026-03-29T15:00:00Z,,Medium,Intervention Package,Department changed PM→Logistics without reassignment doc,,,,,2026-06-14T17:09:41.062308+00:00
VIO-DET-0230,DG15,Ownership Governance Monitoring,Ownership,Deterministic,PO-NTS-2026-034,EVT-00673,,2026-03-29T20:00:00Z,,Medium,Intervention Package,Department changed PM→Accounting without reassignment doc,,,,,2026-06-14T17:09:41.062308+00:00
STAT-0024,DG10,Master Data Consistency,Version,Statistical,PO-NTS-2026-034,EVT-00675,,2026-03-30T03:00:00Z,,Medium,Intervention Package,"ReturnOrderForRevision reason contains naming mismatch: ""Part number inconsistency between BOM and vendor invoice""",Warning,1.0,1.0,1.0,2026-06-14T17:09:41.062308+00:00
VIO-DET-0231,DG15,Ownership Governance Monitoring,Ownership,Deterministic,PO-NTS-2026-036,EVT-00721,,2026-03-30T12:00:00Z,,Medium,Intervention Package,Department changed PM→Logistics without reassignment doc,,,,,2026-06-14T17:09:41.062308+00:00
VIO-DET-0232,DG15,Ownership Governance Monitoring,Ownership,Deterministic,PO-NTS-2026-039,EVT-00771,,2026-03-31T02:00:00Z,,Medium,Intervention Package,Department changed Sales→PM without reassignment doc,,,,,2026-06-14T17:09:41.062308+00:00
VIO-DET-0233,DG15,Ownership Governance Monitoring,Ownership,Deterministic,PO-NTS-2026-014,EVT-00287,,2026-03-31T22:00:00Z,,Medium,Intervention Package,Department changed Logistics→Admin without reassignment doc,,,,,2026-06-14T17:09:41.062308+00:00
VIO-DET-0234,DG15,Ownership Governance Monitoring,Ownership,Deterministic,PO-NTS-2026-014,EVT-00288,,2026-04-01T00:00:00Z,,Medium,Intervention Package,Department changed Admin→PM without reassignment doc,,,,,2026-06-14T17:09:41.062308+00:00
VIO-DET-0235,DG15,Ownership Governance Monitoring,Ownership,Deterministic,PO-NTS-2026-033,EVT-00657,,2026-04-01T09:00:00Z,,Medium,Intervention Package,Department changed Accounting→PM without reassignment doc,,,,,2026-06-14T17:09:41.062308+00:00
VIO-DET-0236,DG15,Ownership Governance Monitoring,Ownership,Deterministic,PO-NTS-2026-034,EVT-00678,,2026-04-02T09:00:00Z,,Medium,Intervention Package,Department changed Accounting→PM without reassignment doc,,,,,2026-06-14T17:09:41.062308+00:00
STAT-0025,DG07,Negotiation Auditability,Traceability,Statistical,BOM-PO-NTS-2026-035,EVT-00694,,2026-04-03T16:00:00Z,,Medium,Intervention Package,ValidateBOM version=v1.1 without ReturnOrderForRevision reason,Warning,2.0,2.0,2.0,2026-06-14T17:09:41.063317+00:00
VIO-DET-0237,DG15,Ownership Governance Monitoring,Ownership,Deterministic,PO-NTS-2026-035,EVT-00696,,2026-04-04T00:00:00Z,,Medium,Intervention Package,Department changed PM→Accounting without reassignment doc,,,,,2026-06-14T17:09:41.063317+00:00
VIO-DET-0238,DG15,Ownership Governance Monitoring,Ownership,Deterministic,PO-NTS-2026-040,EVT-00790,,2026-04-04T02:00:00Z,,Medium,Intervention Package,Department changed Sales→PM without reassignment doc,,,,,2026-06-14T17:09:41.063317+00:00
VIO-DET-0239,DG12,Document Lineage Control,Traceability,Deterministic,VQ-PO-NTS-2026-039,EVT-00773,,2026-04-04T06:00:00Z,,High,Hard Stop,VendorQuotation received with no PO in relationships (lineage broken),,,,,2026-06-14T17:09:41.063317+00:00
VIO-DET-0240,DG15,Ownership Governance Monitoring,Ownership,Deterministic,PO-NTS-2026-035,EVT-00699,,2026-04-04T10:00:00Z,,Medium,Intervention Package,Department changed Accounting→PM without reassignment doc,,,,,2026-06-14T17:09:41.063317+00:00
STAT-0026,DG05,Vendor Communication Traceability,Communication,Statistical,VQ-PO-NTS-2026-035,EVT-00699,,2026-04-04T10:00:00Z,,Medium,Intervention Package,Vendor quote via Zalo (non-ERP/CRM); count=2,Warning,2.0,2.0,2.0,2026-06-14T17:09:41.063317+00:00
VIO-DET-0241,DG15,Ownership Governance Monitoring,Ownership,Deterministic,PO-NTS-2026-033,EVT-00660,,2026-04-04T15:00:00Z,,Medium,Intervention Package,Department changed PM→Logistics without reassignment doc,,,,,2026-06-14T17:09:41.063317+00:00
VIO-DET-0242,DG15,Ownership Governance Monitoring,Ownership,Deterministic,PO-NTS-2026-023,EVT-00466,,2026-04-04T19:00:00Z,,Medium,Intervention Package,Department changed Logistics→Admin without reassignment doc,,,,,2026-06-14T17:09:41.063317+00:00
VIO-DET-0243,DG15,Ownership Governance Monitoring,Ownership,Deterministic,PO-NTS-2026-039,EVT-00776,,2026-04-04T20:00:00Z,,Medium,Intervention Package,Department changed PM→Accounting without reassignment doc,,,,,2026-06-14T17:09:41.063317+00:00
VIO-DET-0244,DG15,Ownership Governance Monitoring,Ownership,Deterministic,PO-NTS-2026-023,EVT-00467,,2026-04-04T21:00:00Z,,Medium,Intervention Package,Department changed Admin→PM without reassignment doc,,,,,2026-06-14T17:09:41.063317+00:00
VIO-DET-0245,DG01,Complete Information,Quality,Deterministic,PO-NTS-2026-041,EVT-00809,,2026-04-05T02:00:00Z,,High,Hard Stop,ReviewOrderInformation status=Incomplete,,,,,2026-06-14T17:09:41.063317+00:00
VIO-DET-0246,DG15,Ownership Governance Monitoring,Ownership,Deterministic,PO-NTS-2026-041,EVT-00809,,2026-04-05T02:00:00Z,,Medium,Intervention Package,Department changed Sales→PM without reassignment doc,,,,,2026-06-14T17:09:41.063317+00:00
VIO-DET-0247,DG12,Document Lineage Control,Traceability,Deterministic,VQ-PO-NTS-2026-037,EVT-00731,,2026-04-05T06:00:00Z,,High,Hard Stop,VendorQuotation received with no PO in relationships (lineage broken),,,,,2026-06-14T17:09:41.063317+00:00
VIO-DET-0248,DG15,Ownership Governance Monitoring,Ownership,Deterministic,PO-NTS-2026-039,EVT-00779,,2026-04-05T06:00:00Z,,Medium,Intervention Package,Department changed Accounting→PM without reassignment doc,,,,,2026-06-14T17:09:41.063317+00:00
VIO-DET-0249,DG15,Ownership Governance Monitoring,Ownership,Deterministic,PO-NTS-2026-034,EVT-00681,,2026-04-05T15:00:00Z,,Medium,Intervention Package,Department changed PM→Logistics without reassignment doc,,,,,2026-06-14T17:09:41.063317+00:00
VIO-DET-0250,DG15,Ownership Governance Monitoring,Ownership,Deterministic,PO-NTS-2026-037,EVT-00734,,2026-04-05T20:00:00Z,,Medium,Intervention Package,Department changed PM→Accounting without reassignment doc,,,,,2026-06-14T17:09:41.063317+00:00
VIO-DET-0251,DG15,Ownership Governance Monitoring,Ownership,Deterministic,PO-NTS-2026-037,EVT-00737,,2026-04-06T06:00:00Z,,Medium,Intervention Package,Department changed Accounting→PM without reassignment doc,,,,,2026-06-14T17:09:41.063317+00:00
VIO-DET-0252,DG15,Ownership Governance Monitoring,Ownership,Deterministic,PO-NTS-2026-028,EVT-00563,,2026-04-06T22:00:00Z,,Medium,Intervention Package,Department changed Logistics→Admin without reassignment doc,,,,,2026-06-14T17:09:41.063317+00:00
VIO-DET-0253,DG15,Ownership Governance Monitoring,Ownership,Deterministic,PO-NTS-2026-028,EVT-00564,,2026-04-07T00:00:00Z,,Medium,Intervention Package,Department changed Admin→PM without reassignment doc,,,,,2026-06-14T17:09:41.063317+00:00
VIO-DET-0254,DG15,Ownership Governance Monitoring,Ownership,Deterministic,PO-NTS-2026-042,EVT-00832,,2026-04-07T02:00:00Z,,Medium,Intervention Package,Department changed Sales→PM without reassignment doc,,,,,2026-06-14T17:09:41.063317+00:00
VIO-DET-0255,DG12,Document Lineage Control,Traceability,Deterministic,VQ-PO-NTS-2026-038,EVT-00752,,2026-04-07T09:00:00Z,,High,Hard Stop,VendorQuotation received with no PO in relationships (lineage broken),,,,,2026-06-14T17:09:41.063317+00:00
VIO-DET-0256,DG09,Rework Justification,Quality,Deterministic,BOM-PO-NTS-2026-038,EVT-00753,,2026-04-07T13:00:00Z,,High,Hard Stop,ValidateBOM status=Incomplete (no documented justification),,,,,2026-06-14T17:09:41.064315+00:00
VIO-DET-0257,DG15,Ownership Governance Monitoring,Ownership,Deterministic,PO-NTS-2026-035,EVT-00702,,2026-04-07T16:00:00Z,,Medium,Intervention Package,Department changed PM→Logistics without reassignment doc,,,,,2026-06-14T17:09:41.064315+00:00
VIO-DET-0258,DG15,Ownership Governance Monitoring,Ownership,Deterministic,PO-NTS-2026-016,EVT-00327,,2026-04-07T19:00:00Z,,Medium,Intervention Package,Department changed Logistics→Admin without reassignment doc,,,,,2026-06-14T17:09:41.064315+00:00
VIO-DET-0259,DG15,Ownership Governance Monitoring,Ownership,Deterministic,PO-NTS-2026-016,EVT-00328,,2026-04-07T21:00:00Z,,Medium,Intervention Package,Department changed Admin→PM without reassignment doc,,,,,2026-06-14T17:09:41.064315+00:00
VIO-DET-0260,DG12,Document Lineage Control,Traceability,Deterministic,VQ-PO-NTS-2026-040,EVT-00792,,2026-04-08T06:00:00Z,,High,Hard Stop,VendorQuotation received with no PO in relationships (lineage broken),,,,,2026-06-14T17:09:41.064315+00:00
VIO-DET-0261,DG15,Ownership Governance Monitoring,Ownership,Deterministic,PO-NTS-2026-039,EVT-00782,,2026-04-08T12:00:00Z,,Medium,Intervention Package,Department changed PM→Logistics without reassignment doc,,,,,2026-06-14T17:09:41.064315+00:00
VIO-DET-0262,DG15,Ownership Governance Monitoring,Ownership,Deterministic,PO-NTS-2026-040,EVT-00795,,2026-04-08T20:00:00Z,,Medium,Intervention Package,Department changed PM→Accounting without reassignment doc,,,,,2026-06-14T17:09:41.064315+00:00
VIO-DET-0263,DG15,Ownership Governance Monitoring,Ownership,Deterministic,PO-NTS-2026-043,EVT-00851,,2026-04-09T02:00:00Z,,Medium,Intervention Package,Department changed Sales→PM without reassignment doc,,,,,2026-06-14T17:09:41.064315+00:00
VIO-DET-0264,DG15,Ownership Governance Monitoring,Ownership,Deterministic,PO-NTS-2026-040,EVT-00798,,2026-04-09T06:00:00Z,,Medium,Intervention Package,Department changed Accounting→PM without reassignment doc,,,,,2026-06-14T17:09:41.064315+00:00
VIO-DET-0265,DG15,Ownership Governance Monitoring,Ownership,Deterministic,PO-NTS-2026-037,EVT-00740,,2026-04-09T12:00:00Z,,Medium,Intervention Package,Department changed PM→Logistics without reassignment doc,,,,,2026-06-14T17:09:41.064315+00:00
VIO-DET-0266,DG15,Ownership Governance Monitoring,Ownership,Deterministic,PO-NTS-2026-008,EVT-00167,,2026-04-09T23:00:00Z,,Medium,Intervention Package,Department changed Logistics→Admin without reassignment doc,,,,,2026-06-14T17:09:41.064315+00:00
VIO-DET-0267,DG15,Ownership Governance Monitoring,Ownership,Deterministic,PO-NTS-2026-008,EVT-00168,,2026-04-10T01:00:00Z,,Medium,Intervention Package,Department changed Admin→PM without reassignment doc,,,,,2026-06-14T17:09:41.064315+00:00
VIO-DET-0268,DG15,Ownership Governance Monitoring,Ownership,Deterministic,PO-NTS-2026-002,EVT-00041,,2026-04-10T02:00:00Z,,Medium,Intervention Package,Department changed Logistics→Admin without reassignment doc,,,,,2026-06-14T17:09:41.064315+00:00
VIO-DET-0269,DG15,Ownership Governance Monitoring,Ownership,Deterministic,PO-NTS-2026-002,EVT-00042,,2026-04-10T04:00:00Z,,Medium,Intervention Package,Department changed Admin→PM without reassignment doc,,,,,2026-06-14T17:09:41.064315+00:00
STAT-0027,DG07,Negotiation Auditability,Traceability,Statistical,BOM-PO-NTS-2026-038,EVT-00755,,2026-04-11T19:00:00Z,,Medium,Intervention Package,ValidateBOM version=v1.2 without ReturnOrderForRevision reason,Warning,2.0,2.0,2.0,2026-06-14T17:09:41.064315+00:00
VIO-DET-0270,DG15,Ownership Governance Monitoring,Ownership,Deterministic,PO-NTS-2026-038,EVT-00757,,2026-04-12T03:00:00Z,,Medium,Intervention Package,Department changed PM→Accounting without reassignment doc,,,,,2026-06-14T17:09:41.064315+00:00
VIO-DET-0271,DG12,Document Lineage Control,Traceability,Deterministic,VQ-PO-NTS-2026-042,EVT-00834,,2026-04-12T06:00:00Z,,High,Hard Stop,VendorQuotation received with no PO in relationships (lineage broken),,,,,2026-06-14T17:09:41.064315+00:00
VIO-DET-0272,DG15,Ownership Governance Monitoring,Ownership,Deterministic,PO-NTS-2026-040,EVT-00801,,2026-04-12T12:00:00Z,,Medium,Intervention Package,Department changed PM→Logistics without reassignment doc,,,,,2026-06-14T17:09:41.064315+00:00
VIO-DET-0273,DG15,Ownership Governance Monitoring,Ownership,Deterministic,PO-NTS-2026-038,EVT-00760,,2026-04-12T13:00:00Z,,Medium,Intervention Package,Department changed Accounting→PM without reassignment doc,,,,,2026-06-14T17:09:41.064315+00:00
STAT-0028,DG03,Communication Traceability,Communication,Statistical,PO-NTS-2026-038,EVT-00760,,2026-04-12T13:00:00Z,,Medium,Intervention Package,Communication via Zalo (Zalo/WhatsApp); count=5,Warning,5.0,4.100000000000001,5.0,2026-06-14T17:09:41.064315+00:00
STAT-0029,DG05,Vendor Communication Traceability,Communication,Statistical,VQ-PO-NTS-2026-038,EVT-00760,,2026-04-12T13:00:00Z,,Medium,Intervention Package,Vendor quote via Zalo (non-ERP/CRM); count=2,Warning,2.0,2.0,2.0,2026-06-14T17:09:41.064315+00:00
VIO-DET-0274,DG15,Ownership Governance Monitoring,Ownership,Deterministic,PO-NTS-2026-042,EVT-00837,,2026-04-12T20:00:00Z,,Medium,Intervention Package,Department changed PM→Accounting without reassignment doc,,,,,2026-06-14T17:09:41.064315+00:00
VIO-DET-0275,DG15,Ownership Governance Monitoring,Ownership,Deterministic,PO-NTS-2026-044,EVT-00870,,2026-04-13T02:00:00Z,,Medium,Intervention Package,Department changed Sales→PM without reassignment doc,,,,,2026-06-14T17:09:41.064315+00:00
VIO-DET-0276,DG15,Ownership Governance Monitoring,Ownership,Deterministic,PO-NTS-2026-045,EVT-00889,,2026-04-13T02:00:00Z,,Medium,Intervention Package,Department changed Sales→PM without reassignment doc,,,,,2026-06-14T17:09:41.064315+00:00
VIO-DET-0277,DG15,Ownership Governance Monitoring,Ownership,Deterministic,PO-NTS-2026-042,EVT-00840,,2026-04-13T06:00:00Z,,Medium,Intervention Package,Department changed Accounting→PM without reassignment doc,,,,,2026-06-14T17:09:41.064315+00:00
VIO-DET-0278,DG15,Ownership Governance Monitoring,Ownership,Deterministic,PO-NTS-2026-046,EVT-00908,,2026-04-14T02:00:00Z,,Medium,Intervention Package,Department changed Sales→PM without reassignment doc,,,,,2026-06-14T17:09:41.064315+00:00
VIO-DET-0279,DG15,Ownership Governance Monitoring,Ownership,Deterministic,PO-NTS-2026-021,EVT-00428,,2026-04-14T22:00:00Z,,Medium,Intervention Package,Department changed Logistics→Admin without reassignment doc,,,,,2026-06-14T17:09:41.064315+00:00
VIO-DET-0280,DG15,Ownership Governance Monitoring,Ownership,Deterministic,PO-NTS-2026-021,EVT-00429,,2026-04-15T00:00:00Z,,Medium,Intervention Package,Department changed Admin→PM without reassignment doc,,,,,2026-06-14T17:09:41.065314+00:00
VIO-DET-0281,DG15,Ownership Governance Monitoring,Ownership,Deterministic,PO-NTS-2026-047,EVT-00927,,2026-04-15T02:00:00Z,,Medium,Intervention Package,Department changed Sales→PM without reassignment doc,,,,,2026-06-14T17:09:41.065314+00:00
VIO-DET-0282,DG12,Document Lineage Control,Traceability,Deterministic,VQ-PO-NTS-2026-043,EVT-00853,,2026-04-15T06:00:00Z,,High,Hard Stop,VendorQuotation received with no PO in relationships (lineage broken),,,,,2026-06-14T17:09:41.065314+00:00
VIO-DET-0283,DG12,Document Lineage Control,Traceability,Deterministic,VQ-PO-NTS-2026-041,EVT-00813,,2026-04-15T09:00:00Z,,High,Hard Stop,VendorQuotation received with no PO in relationships (lineage broken),,,,,2026-06-14T17:09:41.065314+00:00
VIO-DET-0284,DG09,Rework Justification,Quality,Deterministic,BOM-PO-NTS-2026-041,EVT-00814,,2026-04-15T13:00:00Z,,High,Hard Stop,ValidateBOM status=Incomplete (no documented justification),,,,,2026-06-14T17:09:41.065314+00:00
VIO-DET-0285,DG15,Ownership Governance Monitoring,Ownership,Deterministic,PO-NTS-2026-030,EVT-00603,,2026-04-15T19:00:00Z,,Medium,Intervention Package,Department changed Logistics→Admin without reassignment doc,,,,,2026-06-14T17:09:41.065314+00:00
VIO-DET-0286,DG15,Ownership Governance Monitoring,Ownership,Deterministic,PO-NTS-2026-038,EVT-00763,,2026-04-15T19:00:00Z,,Medium,Intervention Package,Department changed PM→Logistics without reassignment doc,,,,,2026-06-14T17:09:41.065314+00:00
VIO-DET-0287,DG15,Ownership Governance Monitoring,Ownership,Deterministic,PO-NTS-2026-043,EVT-00856,,2026-04-15T20:00:00Z,,Medium,Intervention Package,Department changed PM→Accounting without reassignment doc,,,,,2026-06-14T17:09:41.065314+00:00
VIO-DET-0288,DG15,Ownership Governance Monitoring,Ownership,Deterministic,PO-NTS-2026-030,EVT-00604,,2026-04-15T21:00:00Z,,Medium,Intervention Package,Department changed Admin→PM without reassignment doc,,,,,2026-06-14T17:09:41.065314+00:00
VIO-DET-0289,DG15,Ownership Governance Monitoring,Ownership,Deterministic,PO-NTS-2026-043,EVT-00859,,2026-04-16T06:00:00Z,,Medium,Intervention Package,Department changed Accounting→PM without reassignment doc,,,,,2026-06-14T17:09:41.065314+00:00
VIO-DET-0290,DG15,Ownership Governance Monitoring,Ownership,Deterministic,PO-NTS-2026-042,EVT-00843,,2026-04-16T12:00:00Z,,Medium,Intervention Package,Department changed PM→Logistics without reassignment doc,,,,,2026-06-14T17:09:41.065314+00:00
VIO-DET-0291,DG12,Document Lineage Control,Traceability,Deterministic,VQ-PO-NTS-2026-046,EVT-00910,,2026-04-17T06:00:00Z,,High,Hard Stop,VendorQuotation received with no PO in relationships (lineage broken),,,,,2026-06-14T17:09:41.065314+00:00
